"facilityid","facilityname","siteaddress","streetnumber","streetdirection","streetname","streettype","streetunit","city","state","zip","typeoffacility","categoryoffacility","inspectiontype","inspectiondate","violationcode","violation","violationpoints","violationtype","violationstatus","inspectionscore","location"
"FA0005269","BLACK CAT @ BLDR FARM MRKT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"Boulder","CO","80302","SPECIAL EVENT","SPECIAL EVENT","ROUTINE INSPECTION","2018-04-14","06A","Adequate Number Location Design",0,"Critical","In",0,"1964 13TH ST
Boulder, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2017-03-03","10B","Non-Food Contact Surfaces Construction",0,"Non-Critical","Not Observed",75,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0005269","BLACK CAT @ BLDR FARM MRKT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"Boulder","CO","80302","SPECIAL EVENT","SPECIAL EVENT","ROUTINE INSPECTION","2018-04-14","12D","Wiping Cloths",0,"Non-Critical","Not Observed",0,"1964 13TH ST
Boulder, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2017-03-03","11B","Dishmachine With Accurate Thermometer & Gauge Cock",0,"Non-Critical","Not Observed",75,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2017-03-03","12D","Wiping Cloths",0,"Non-Critical","Not Observed",75,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2014-08-12","05C","Backflow Back Siphonage",0,"Critical","In",10,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2017-03-03","02C","Hands Washed As Needed",15,"Critical","Out",75,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2014-08-12","15A","Personnel: Clean Clothes Hair Restraints Authorizat",0,"Non-Critical","Not Observed",10,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0005269","BLACK CAT @ BLDR FARM MRKT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"Boulder","CO","80302","SPECIAL EVENT","SPECIAL EVENT","ROUTINE INSPECTION","2018-04-14","01D","HACCP Plan",0,"Critical","Not Applicable",0,"1964 13TH ST
Boulder, CO 80302
(40.017825, -105.278567)"
"FA0005269","BLACK CAT @ BLDR FARM MRKT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"Boulder","CO","80302","SPECIAL EVENT","SPECIAL EVENT","ROUTINE INSPECTION","2018-04-14","02F","Training Needed",0,"Critical","In",0,"1964 13TH ST
Boulder, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2017-03-03","03F","Food Thermometer",0,"Critical","In",75,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2014-08-12","01C","Cross Contamination",0,"Critical","In",10,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2017-03-03","02A","Personnel With Infections Restricted",0,"Critical","In",75,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2014-08-12","06B","Accessible",0,"Critical","In",10,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2017-03-03","01A","Approved Source",0,"Critical","In",75,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2017-03-03","14H","Separation of Living Laundry",0,"Non-Critical","Not Observed",75,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2014-08-12","13B","Single Service Articles Stored Dispensed Used",0,"Non-Critical","Not Observed",10,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2014-08-12","02C","Hands Washed As Needed",0,"Critical","In",10,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2017-03-03","01D","HACCP Plan",0,"Critical","In",75,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2014-08-12","03F","Food Thermometer",0,"Critical","In",10,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","15B","Linen Properly Stored",0,"Non-Critical","Not Observed",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","12C","Dishwashing Operations",0,"Non-Critical","Not Observed",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","12D","Wiping Cloths",0,"Non-Critical","Not Observed",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","03G","Adequate Equipment to Maintain Food Temperatures",0,"Critical","In",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","13B","Single Service Articles Stored Dispensed Used",0,"Non-Critical","Not Observed",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","14F","Locker Rooms",0,"Non-Critical","Not Observed",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","03C","Hot Hold at 135 Degrees Farenheit or Greater",0,"Critical","Not Observed",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","01F","Consumer Advisory",0,"Critical","In",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","09A","Original Container Properly Labeled",0,"Non-Critical","Not Observed",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","08A","Properly Stored",0,"Critical","In",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","11C","Chemical Test Kits Provided Accessible",0,"Non-Critical","Not Observed",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","02D","Hygienic Practices",0,"Critical","In",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","09B","Food Protected from Contamination",0,"Non-Critical","Not Observed",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","10B","Non-Food Contact Surfaces Construction",0,"Non-Critical","Not Observed",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","02C","Hands Washed As Needed",0,"Critical","In",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","14E","Ventilation",0,"Non-Critical","Not Observed",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","04C","In Place",0,"Critical","Not Observed",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","01A","Approved Source",0,"Critical","In",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","14I","Physical Facilities Adequate Toilet Facilities",0,"Non-Critical","Not Observed",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","04B","Mechanical",0,"Critical","In",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","15A","Personnel: Clean Clothes Hair Restraints Authorizat",0,"Non-Critical","Not Observed",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","14B","Garbage and Refuse",0,"Non-Critical","Not Observed",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","12A","Food Contact Surfaces Cleaning",0,"Non-Critical","Not Observed",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","03E","Cold Hold at 41 Degrees or Less",0,"Critical","In",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","03B","Rapidly Reheat to 165 Degrees or Greater",0,"Critical","Not Observed",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","02G","No Bare Hand Contact",0,"Critical","In",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","08B","Properly Labeled",0,"Critical","In",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","14A","Plumbing Installed Maintained",0,"Non-Critical","Not Observed",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","14D","Lighting",0,"Non-Critical","Not Observed",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","14G","Premises Maintained",0,"Non-Critical","Not Observed",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","02B","Wounds Properly Covered",0,"Critical","Not Observed",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","03A","Cooling Methods",0,"Critical","In",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","05D","Sewage Disposal",0,"Critical","In",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","01B","Wholesome Free of Spoilage",0,"Critical","In",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","12B","Non-Food Contact Surfaces Cleaning",0,"Non-Critical","Not Observed",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","01C","Cross Contamination",0,"Critical","In",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","02A","Personnel With Infections Restricted",0,"Critical","In",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","14H","Separation of Living Laundry",0,"Non-Critical","Not Observed",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","06B","Accessible",0,"Critical","In",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0005269","BLACK CAT @ BLDR FARM MRKT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"Boulder","CO","80302","SPECIAL EVENT","SPECIAL EVENT","ROUTINE INSPECTION","2018-04-14","04B","Mechanical",0,"Critical","Not Applicable",0,"1964 13TH ST
Boulder, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","07A","Evidence of Insects or Rodents",0,"Critical","In",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","11B","Dishmachine With Accurate Thermometer & Gauge Cock",0,"Non-Critical","Not Observed",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","02E","Smoking Eating Drinking",0,"Critical","In",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","10A","Food-Contact Surfaces Construction",0,"Non-Critical","Not Observed",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2017-03-03","06A","Adequate Number Location Design",0,"Critical","In",75,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","11A","Refrigeration Units With Accurate Thermometers",0,"Non-Critical","Not Observed",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","14C","Floors Walls Ceilings",0,"Non-Critical","Not Observed",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","02F","Training Needed",15,"Critical","Out",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","ROUTINE INSPECTION","2014-08-12","12A","Food Contact Surfaces Cleaning",0,"Non-Critical","Not Observed",10,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","06C","Soap and Drying Devices",0,"Critical","In",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","05B","Hot and Cold Water Under Pressure",0,"Critical","In",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","01E","Date Marking",0,"Critical","Not Applicable",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","07C","Animals Prohibited",0,"Critical","In",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","05A","Safe Water Source",0,"Critical","In",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0005269","BLACK CAT @ BLDR FARM MRKT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"Boulder","CO","80302","SPECIAL EVENT","SPECIAL EVENT","ROUTINE INSPECTION","2018-04-14","14E","Ventilation",0,"Non-Critical","Not Observed",0,"1964 13TH ST
Boulder, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","03D","Required Cooking Temperature",0,"Critical","Not Observed",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
"FA0001251","BLACK CAT","1964 13TH ST","1964",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2018-01-31","04A","Manual",0,"Critical","Not Observed",15,"1964 13TH ST
BOULDER, CO 80302
(40.017825, -105.278567)"
