"facilityid","facilityname","siteaddress","streetnumber","streetdirection","streetname","streettype","streetunit","city","state","zip","typeoffacility","categoryoffacility","inspectiontype","inspectiondate","violationcode","violation","violationpoints","violationtype","violationstatus","inspectionscore","location"
"FA0000535","UDON KAISHA","191 W SOUTH BOULDER RD","191","W","SOUTH BOULDER","RD",NULL,"LAFAYETTE","CO","80026","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","COMPLAINT INSPECTION","2016-10-06","02D","Hygienic Practices","5","Critical","Out",75,"191 W SOUTH BOULDER RD
LAFAYETTE, CO 800268836
(39.986986, -105.09186)"
"FA0000604","OUTBACK STEAKHOUSE #0616","988 DILLON RD","988",NULL,"DILLON","RD",NULL,"LOUISVILLE","CO","80027","RESTAURANT MORE THAN 200 SEATS","FULL SERVICE FULL MENU","REGULAR INSPECTION","2017-10-18","12A","Food Contact Surfaces Cleaning","2","Non-Critical","Out",2,"988 DILLON RD
LOUISVILLE, CO 80027"
"FA0003324","LA BARATA","480 17TH AVE","480",NULL,"17TH","AVE",NULL,"LONGMONT","CO","80501","GROCERY STORE 0 TO 15000 SQ FT","GROCERY FINISHED FOODS","REGULAR INSPECTION","2015-04-17","12D","Wiping Cloths","1","Non-Critical","Out",42,"480 17TH AVE
LONGMONT, CO 80501
(40.188567, -105.100332)"
"FA0000237","FALAFEL KING","1314 PEARL ST","1314",NULL,"PEARL","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FAST FOOD LIMITED MENU","REGULAR INSPECTION","2013-07-30","13C","No Reuse of Single Service Articles","2","Non-Critical","Out",145,"1314 PEARL ST
BOULDER, CO 803025210
(40.018269, -105.278224)"
"FA0001004","MATEO","1837 PEARL ST","1837",NULL,"PEARL","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2017-02-07","02C","Hands Washed As Needed","20","Critical","Out",105,"1837 PEARL ST
BOULDER, CO 80302
(40.019729, -105.271042)"
"FA0002665","FIVE SPICE ASIAN CUSINE","3325 28TH ST UNIT 5","3325",NULL,"28TH","ST","5","BOULDER","CO","80301","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","COMPLAINT INSPECTION","2016-04-21","02C","Hands Washed As Needed","20","Critical","Out",70,"3325 28TH ST UNIT 5
BOULDER, CO 80301
(40.034955, -105.258526)"
"FA0001090","WENDYS 5201","455 SOUTH BOULDER RD","455",NULL,"SOUTH BOULDER","RD",NULL,"LAFAYETTE","CO","80026","RESTAURANT 0 TO 100 SEATS","FAST FOOD LIMITED MENU","REGULAR INSPECTION","2017-03-30","10B","Non-Food Contact Surfaces Construction","1","Non-Critical","Out",1,"455 SOUTH BOULDER RD
LAFAYETTE, CO 800262909
(39.987003, -105.095049)"
"FA0001240","OLD OAK COFFEEHOUSE THE","136 2ND AVE UNIT B","136",NULL,"2ND","AVE","B","NIWOT","CO","80544","RESTAURANT 0 TO 100 SEATS","FAST FOOD LIMITED MENU","REGULAR INSPECTION","2015-01-22","10A","Food-Contact Surfaces Construction","2","Non-Critical","Out",28,"136 2ND AVE UNIT B
NIWOT, CO 80544
(40.103255, -105.172367)"
"FA0002528","RESTAURANT 4580","4580 BROADWAY ST","4580",NULL,"BROADWAY","ST",NULL,"BOULDER","CO","80304","RESTAURANT 101 TO 200 SEATS","FULL SERVICE FULL MENU","REGULAR INSPECTION","2014-10-15","04B","Mechanical","10","Critical","Out",55,"4580 BROADWAY ST
BOULDER, CO 80304
(40.057632, -105.282127)"
"FA0000499","LONGMONT BINGO ALLEY","640 19TH AVE","640",NULL,"19TH","AVE",NULL,"LONGMONT","CO","80501","RESTAURANT 0 TO 100 SEATS","CONCESSIONS SENIOR NUTRITION","REGULAR INSPECTION","2014-02-28","03F","Food Thermometer","5","Critical","Out",81,"640 19TH AVE
LONGMONT, CO 805011954
(40.192187, -105.103558)"
"FA0001077","BOHEMIAN BIERGARTEN","2017 13TH ST","2017",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 101 TO 200 SEATS","FULL SERVICE FULL MENU","REGULAR INSPECTION","2013-09-04","03E","Cold Hold at 41 Degrees or Less","15","Critical","Out",32,"2017 13TH ST
BOULDER, CO 803025201
(40.018799, -105.278886)"
"FA0005194","NEXT DOOR AMERICAN EATERY","1232 S HOVER ST UNIT C400","1232","S","HOVER","ST","C400","LONGMONT","CO","80501","RESTAURANT 101 TO 200 SEATS","FULL SERVICE FULL MENU","REGULAR INSPECTION","2017-11-02","02E","Smoking Eating Drinking","5","Critical","Out",35,"1232 S HOVER ST UNIT C400
LONGMONT, CO 80501
(40.145147, -105.13073)"
"FA0001071","WALNUT CAFE","3073 WALNUT ST","3073",NULL,"WALNUT","ST",NULL,"BOULDER","CO","80301","RESTAURANT 101 TO 200 SEATS","FULL SERVICE FULL MENU","REGULAR INSPECTION","2013-10-30","12A","Food Contact Surfaces Cleaning","2","Non-Critical","Out",90,"3073 WALNUT ST
BOULDER, CO 803012509
(40.020091, -105.25241)"
"FA0001071","WALNUT CAFE","3073 WALNUT ST","3073",NULL,"WALNUT","ST",NULL,"BOULDER","CO","80301","RESTAURANT 101 TO 200 SEATS","FULL SERVICE FULL MENU","REGULAR INSPECTION","2013-10-30","12A","Food Contact Surfaces Cleaning","2","Non-Critical","Out",90,"3073 WALNUT ST
BOULDER, CO 803012509
(40.020091, -105.25241)"
"FA0000655","PIONEER INN","15 E FIRST ST","15","E","FIRST","ST",NULL,"NEDERLAND","CO","80466","RESTAURANT 0 TO 100 SEATS","FULL MENU LIMITED SERVICE","REGULAR INSPECTION","2013-08-01","03E","Cold Hold at 41 Degrees or Less","15","Critical","Out",20,"15 E FIRST ST
NEDERLAND, CO 804660000
(39.961888, -105.509973)"
"FA0001633","PEKOE SIP HOUSE 3","2500 30TH ST UNIT 100","2500",NULL,"30TH","ST","100","BOULDER","CO","80301","RESTAURANT 0 TO 100 SEATS","FAST FOOD LIMITED MENU","REGULAR INSPECTION","2013-11-05","06C","Soap and Drying Devices","5","Critical","Out",57,"2500 30TH ST UNIT 100
BOULDER, CO 80301
(40.026851, -105.253669)"
"FA0000015","MT EVEREST CUISINE","4800 BASELINE RD UNIT A107","4800",NULL,"BASELINE","RD","A107","BOULDER","CO","80303","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","REGULAR INSPECTION","2015-04-24","01B","Wholesome Free of Spoilage","15","Critical","Out",53,"4800 BASELINE RD UNIT A107
BOULDER, CO 803032699
(40.000017, -105.234005)"
"FA0001124","WINCHELLS DONUT","502 MAIN ST","502",NULL,"MAIN","ST",NULL,"LONGMONT","CO","80501","RESTAURANT 0 TO 100 SEATS","FAST FOOD LIMITED MENU","FOLLOW-UP INSPECTION","2017-03-10","05C","Backflow Back Siphonage","10","Critical","Out",91,"502 MAIN ST
LONGMONT, CO 805015537
(40.167586, -105.102506)"
"FA0000925","TAQUERIA ESPERANZA","1280 CENTAUR VILLAGE DR UNIT 4","1280",NULL,"CENTAUR VILLAGE","DR","4","LAFAYETTE","CO","80026","RESTAURANT 0 TO 100 SEATS","FULL MENU LIMITED SERVICE","REGULAR INSPECTION","2015-07-01","12D","Wiping Cloths","1","Non-Critical","Out",28,"1280 CENTAUR VILLAGE DR UNIT 4
LAFAYETTE, CO 80026
(39.987478, -105.107815)"
"FA0000676","HUNGRY TOAD THE","2543 BROADWAY ST","2543",NULL,"BROADWAY","ST",NULL,"BOULDER","CO","80302","RESTAURANT 101 TO 200 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2014-12-18","03E","Cold Hold at 41 Degrees or Less","15","Critical","Out",55,"2543 BROADWAY ST
BOULDER, CO 803024110
(40.024351, -105.282034)"
"FA0001186","MCDONALDS","939 DILLON RD","939",NULL,"DILLON","RD",NULL,"LOUISVILLE","CO","80027","RESTAURANT 0 TO 100 SEATS","FAST FOOD LIMITED MENU","REGULAR INSPECTION","2017-03-27","14A","Plumbing Installed Maintained","1","Non-Critical","Out",3,"939 DILLON RD
LOUISVILLE, CO 80027
(39.961251, -105.162328)"
"FA0001020","GOODFELLAS RESTAURANT & BAKERY","623 KEN PRATT BLVD","623",NULL,"KEN PRATT","BLVD",NULL,"LONGMONT","CO","80501","RESTAURANT 101 TO 200 SEATS","FULL SERVICE FULL MENU","REGULAR INSPECTION","2013-07-26","09B","Food Protected from Contamination","2","Non-Critical","Out",28,"623 KEN PRATT BLVD
LONGMONT, CO 805016419
(40.152357, -105.103862)"
"FA0001550","LA CHOZA (MOBILE)","4557 N BROADWAY ST","4557","N","BROADWAY","ST",NULL,"BOULDER","CO","80304","MOBILE UNIT FULL FOOD SERVICE","MOBILE UNITS","REGULAR INSPECTION","2013-06-18","03E","Cold Hold at 41 Degrees or Less","15","Critical","Out",82,"4557 N BROADWAY ST
BOULDER, CO 80304
(40.057292, -105.282125)"
"FA0000582","SANTO","1265 ALPINE AVE","1265",NULL,"ALPINE","AVE",NULL,"BOULDER","CO","80304","RESTAURANT 101 TO 200 SEATS","FULL SERVICE FULL MENU","REGULAR INSPECTION","2016-04-28","05C","Backflow Back Siphonage","10","Critical","Out",89,"1265 ALPINE AVE
BOULDER, CO 803043502
(40.025518, -105.280981)"
"FA0005179","LA RUE BAYOU (MOBILE)","4920 PEARL ST UNIT D","4920",NULL,"PEARL","ST","D","BOULDER","CO","80302","MOBILE UNIT FULL FOOD SERVICE","MOBILE UNITS","REGULAR INSPECTION","2017-08-26","12C","Dishwashing Operations","2","Non-Critical","Out",2,"4920 PEARL ST UNIT D
BOULDER, CO 80302
(40.025673, -105.238076)"
"FA0000435","TEQUILA FAMILY MEXICAN RESTAURANT","451 S PRATT PKWY","451","S","PRATT","PKWY",NULL,"LONGMONT","CO","80501","RESTAURANT 101 TO 200 SEATS","FULL SERVICE FULL MENU","REGULAR INSPECTION","2016-12-21","06C","Soap and Drying Devices","5","Critical","Out",127,"451 S PRATT PKWY
LONGMONT, CO 805016438
(40.153659, -105.107025)"
"FA0002515","GLACIER HOMEMADE ICE CREAM EAS","4760 BASELINE RD UNIT A","4760",NULL,"BASELINE","RD","A","BOULDER","CO","80303","RESTAURANT 0 TO 100 SEATS","FAST FOOD LIMITED MENU","REGULAR INSPECTION","2016-10-13","13A","Equipment Utensils Provided Used, Stored","1","Non-Critical","Out",68,"4760 BASELINE RD UNIT A
BOULDER, CO 80303
(40.000014, -105.235286)"
"FA0000976","EVEREST RESTAURANT","2130 MAIN ST UNIT 15","2130",NULL,"MAIN","ST","15","LONGMONT","CO","80501","RESTAURANT 0 TO 100 SEATS","FULL MENU LIMITED SERVICE","REGULAR INSPECTION","2015-07-09","10B","Non-Food Contact Surfaces Construction","1","Non-Critical","Out",50,"2130 MAIN ST UNIT 15
LONGMONT, CO 80501
(40.196791, -105.102409)"
"FA0004554","CHAUTAUQUA GENERAL STORE","900 BASELINE RD","900",NULL,"BASELINE","RD",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FAST FOOD LIMITED MENU","REGULAR INSPECTION","2014-08-05","14A","Plumbing Installed Maintained","1","Non-Critical","Out",16,"900 BASELINE RD
BOULDER, CO 80302
(40.000068, -105.28138)"
"FA0000541","MILLSITE INN RESTAURANT AND BAR","44365 HWY 72","44365",NULL,"HWY 72",NULL,NULL,"WARD","CO","80481","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","COMPLAINT INSPECTION","2016-08-15","02E","Smoking Eating Drinking","10","Critical","Out",46,"44365 HWY 72
WARD, CO 804819610
(40.078939, -105.502366)"
"FA0001182","88 CHINA","1600 HOVER ST UNIT C1","1600",NULL,"HOVER","ST","C1","LONGMONT","CO","80501","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2016-01-29","14A","Plumbing Installed Maintained","1","Non-Critical","Out",1,"1600 HOVER ST UNIT C1
LONGMONT, CO 805012440
(40.187007, -105.130921)"
"FA0004956","LUCKYS MARKET","695 S BROADWAY ST","695","S","BROADWAY","ST",NULL,"BOULDER","CO","80305","GROCERY STORE W DELI MORE THAN 15000 SQ FT","GROCERY FINISHED FOODS","REGULAR INSPECTION","2016-09-06","05B","Hot and Cold Water Under Pressure","10","Critical","Out",60,"695 S BROADWAY ST
BOULDER, CO 80305
(39.983299, -105.248005)"
"FA0001208","SMOKIN DAVES BBQ & TAPHOUSE","1940 KEN PRATT BLVD","1940",NULL,"KEN PRATT","BLVD",NULL,"LONGMONT","CO","80501","RESTAURANT 101 TO 200 SEATS","FULL SERVICE FULL MENU","REGULAR INSPECTION","2014-11-26","02D","Hygienic Practices","5","Critical","Out",46,"1940 KEN PRATT BLVD
LONGMONT, CO 80501
(40.145788, -105.124254)"
"FA0003535","TANGERINE","2777 IRIS AVE","2777",NULL,"IRIS","AVE",NULL,"BOULDER","CO","80304","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","REGULAR INSPECTION","2015-04-09","08B","Properly Labeled","5","Critical","Out",28,"2777 IRIS AVE
BOULDER, CO 80304
(40.036458, -105.259403)"
"FA0000338","DOTS DINER ON THE HILL","1333 BROADWAY ST UNIT 118","1333",NULL,"BROADWAY","ST","118","BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","REGULAR INSPECTION","2015-04-27","10A","Food-Contact Surfaces Construction","2","Non-Critical","Out",7,"1333 BROADWAY ST UNIT 118
BOULDER, CO 80302
(40.010276, -105.27684)"
"FA0000304","COURTYARD BY MARRIOTT","4710 PEARL EAST CIR","4710",NULL,"PEARL EAST","CIR",NULL,"BOULDER","CO","80301","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","REGULAR INSPECTION","2017-09-26","14A","Plumbing Installed Maintained","1","Non-Critical","Out",31,"4710 PEARL EAST CIR
BOULDER, CO 803012472
(40.021901, -105.242842)"
"FA0003050","MOES ORIGINAL BBQ","675 30TH ST","675",NULL,"30TH","ST",NULL,"BOULDER","CO","80303","RESTAURANT 0 TO 100 SEATS","FULL MENU LIMITED SERVICE","FOLLOW-UP INSPECTION","2018-02-05","03C","Hot Hold at 135 Degrees Farenheit or Greater","15","Critical","Out",15,"675 30TH ST
BOULDER, CO 80303
(39.999553, -105.253037)"
"FA0002419","LOLLICUP BOULDER","1142 13TH ST","1142",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FAST FOOD LIMITED MENU","REGULAR INSPECTION","2015-11-03","09B","Food Protected from Contamination","2","Non-Critical","Out",62,"1142 13TH ST
BOULDER, CO 80302
(40.007971, -105.276225)"
"FA0001306","LA CHOZA #2","4457 N BROADWAY ST","4457","N","BROADWAY","ST",NULL,"BOULDER","CO","80304","RESTAURANT 0 TO 100 SEATS","FULL MENU LIMITED SERVICE","REGULAR INSPECTION","2014-08-18","09B","Food Protected from Contamination","2","Non-Critical","Out",22,"4457 N BROADWAY ST
BOULDER, CO 80304
(40.055463, -105.282115)"
"FA0000782","SCROOGE MAKI","1107 13TH ST","1107",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL MENU LIMITED SERVICE","REGULAR INSPECTION","2013-12-20","01C","Cross Contamination","20","Critical","Out",52,"1107 13TH ST
BOULDER, CO 80302
(40.00758, -105.276228)"
"FA0000527","MESA ELEMENTARY SCHOOL","1575 LEHIGH ST","1575",NULL,"LEHIGH","ST",NULL,"BOULDER","CO","80305","NO FEE LICENSE K12 SCHOOLS NON PROFIT","SCHOOLS","REGULAR INSPECTION","2014-11-18","12B","Non-Food Contact Surfaces Cleaning","1","Non-Critical","Out",8,"1575 LEHIGH ST
BOULDER, CO 803056941
(39.972344, -105.260113)"
"FA0001776","PEARL ST GRILL 1  (MOBILE)","2500 47TH ST UNIT 9E","2500",NULL,"47TH","ST","9E","BOULDER","CO","80304","MOBILE UNIT FULL FOOD SERVICE","MOBILE UNITS","REGULAR INSPECTION","2015-12-04","10C","Dishwashing Facilities","2","Non-Critical","Out",75,"2500 47TH ST UNIT 9E
BOULDER, CO 80304
(40.025999, -105.244203)"
"FA0005194","NEXT DOOR AMERICAN EATERY","1232 S HOVER ST UNIT C400","1232","S","HOVER","ST","C400","LONGMONT","CO","80501","RESTAURANT 101 TO 200 SEATS","FULL SERVICE FULL MENU","REGULAR INSPECTION","2017-11-02","09B","Food Protected from Contamination","2","Non-Critical","Out",35,"1232 S HOVER ST UNIT C400
LONGMONT, CO 80501
(40.145147, -105.13073)"
"FA0000385","HEATHERWOOD ELEMENTARY SCHOOL","7750 CONCORD DR","7750",NULL,"CONCORD","DR",NULL,"BOULDER","CO","80301","NO FEE LICENSE K12 SCHOOLS NON PROFIT","SCHOOLS","REGULAR INSPECTION","2014-11-13","06A","Adequate Number Location Design","15","Critical","Out",28,"7750 CONCORD DR
BOULDER, CO 803014053
(40.058145, -105.173039)"
"FA0000394","HENRYS BAR AND GRILL","935 PINE ST","935",NULL,"PINE","ST",NULL,"LOUISVILLE","CO","80027","RESTAURANT 0 TO 100 SEATS","FULL MENU LIMITED SERVICE","REGULAR INSPECTION","2017-02-23","14G","Premises Maintained","1","Non-Critical","Out",8,"935 PINE ST
LOUISVILLE, CO 800271837
(39.976841, -105.131296)"
"FA0000418","RIVER AND WOODS","2328 PEARL ST","2328",NULL,"PEARL","ST",NULL,"BOULDER","CO","80302","RESTAURANT 101 TO 200 SEATS","FULL SERVICE FULL MENU","REGULAR INSPECTION","2017-02-02","02D","Hygienic Practices","5","Critical","Out",76,"2328 PEARL ST
BOULDER, CO 80302
(40.020966, -105.264975)"
"FA0000244","ELDORADO CORNER MARKET","1805 S FOOTHILLS HWY","1805","S","FOOTHILLS","HWY",NULL,"BOULDER","CO","80303","GROCERY STORE  MORE THAN 15000 SQ FT","GROCERY FINISHED FOODS","REGULAR INSPECTION","2014-08-04","08A","Properly Stored","10","Critical","Out",107,"1805 S FOOTHILLS HWY
BOULDER, CO 80303
(39.954115, -105.231692)"
"FA0004504","SPEAKEASY THE","301 MAIN ST","301",NULL,"MAIN","ST",NULL,"LONGMONT","CO","80501","LIMITED FOOD SERVICE CONVENIENCE OTHER","BARS FRATERNAL ORGANIZATIONS","REGULAR INSPECTION","2014-08-19","08A","Properly Stored","10","Critical","Out",58,"301 MAIN ST
LONGMONT, CO 80501
(40.164221, -105.102516)"
"FA0000502","LUCILES CREOLE CAFE","518 KIMBARK ST","518",NULL,"KIMBARK","ST",NULL,"LONGMONT","CO","80501","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2014-08-18","03G","Adequate Equipment to Maintain Food Temperatures","20","Critical","Out",70,"518 KIMBARK ST
LONGMONT, CO 805015531
(40.168199, -105.10119)"
"FA0001198","WENDYS 4787","5350 ARAPAHOE AVE","5350",NULL,"ARAPAHOE","AVE",NULL,"BOULDER","CO","80303","RESTAURANT 0 TO 100 SEATS","FAST FOOD LIMITED MENU","REGULAR INSPECTION","2017-04-07","14C","Floors Walls Ceilings","1","Non-Critical","Out",46,"5350 ARAPAHOE AVE
BOULDER, CO 80303
(40.014605, -105.227483)"
"FA0004853","LONCHERA LOS PAISAS (MOBILE)","3141 28TH ST","3141",NULL,"28TH","ST",NULL,"BOULDER","CO","80304","MOBILE UNIT FULL FOOD SERVICE","MOBILE UNITS","REGULAR INSPECTION","2016-05-02","11C","Chemical Test Kits Provided Accessible","1","Non-Critical","Out",63,"3141 28TH ST
BOULDER, CO 80304
(40.031727, -105.258426)"
"FA0000882","ILLEGAL PETES","1124 13TH ST","1124",NULL,"13TH","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FAST FOOD LIMITED MENU","REGULAR INSPECTION","2015-01-21","02C","Hands Washed As Needed","20","Critical","Out",39,"1124 13TH ST
BOULDER, CO 803027016
(40.007831, -105.276226)"
"FA0005067","PHO HUONG VIET","1232 S HOVER ST UNIT C200","1232","S","HOVER","ST","C200","LONGMONT","CO","80501","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","REGULAR INSPECTION","2017-06-26","06C","Soap and Drying Devices","5","Critical","Out",60,"1232 S HOVER ST UNIT C200
LONGMONT, CO 80501
(40.145147, -105.13073)"
"FA0002213","LEVY COORS EVENT CENTER NE","950 REGENT DR","950",NULL,"REGENT","DR",NULL,"BOULDER","CO","80309","RESTAURANT 0 TO 100 SEATS","CONCESSIONS SENIOR NUTRITION","REGULAR INSPECTION","2016-01-31","13A","Equipment Utensils Provided Used, Stored","1","Non-Critical","Out",17,"950 REGENT DR
BOULDER, CO 80309
(40.004012, -105.263525)"
"FA0001076","TRIDENT CAFE","940 PEARL ST","940",NULL,"PEARL","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FAST FOOD LIMITED MENU","REGULAR INSPECTION","2013-11-06","06C","Soap and Drying Devices","5","Critical","Out",13,"940 PEARL ST
BOULDER, CO 803025109
(40.017267, -105.283004)"
"FA0000192","BACK COUNTRY PIZZA","20 E LAKEVIEW DR UNIT 212","20","E","LAKEVIEW","DR","212","NEDERLAND","CO","80466","RESTAURANT 0 TO 100 SEATS","FAST FOOD LIMITED MENU","REGULAR INSPECTION","2013-12-17","12B","Non-Food Contact Surfaces Cleaning","1","Non-Critical","Out",124,"20 E LAKEVIEW DR UNIT 212
NEDERLAND, CO 80466
(39.960644, -105.509223)"
"FA0000677","CHINA GOURMET","3970 N BROADWAY ST 102","3970","N","BROADWAY","ST","102","BOULDER","CO","80304","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","REGULAR INSPECTION","2014-04-01","02D","Hygienic Practices","5","Critical","Out",42,"3970 N BROADWAY ST 102
BOULDER, CO 803041135
(40.047704, -105.282086)"
"FA0004977","STARBUCKS COFFEE#5306","844 KEN PRATT BLVD","844",NULL,"KEN PRATT","BLVD",NULL,"LONGMONT","CO","80501","LIMITED FOOD SERVICE CONVENIENCE OTHER","FULL SERVICE FULL MENU","REGULAR INSPECTION","2016-11-17","14C","Floors Walls Ceilings","1","Non-Critical","Out",1,"844 KEN PRATT BLVD
LONGMONT, CO 80501
(40.152483, -105.106757)"
"FA0000887","TAJ RESTAURANT","2630 BASELINE RD","2630",NULL,"BASELINE","RD",NULL,"BOULDER","CO","80303","RESTAURANT 101 TO 200 SEATS","FULL SERVICE FULL MENU","REGULAR INSPECTION","2013-09-19","03C","Hot Hold at 135 Degrees Farenheit or Greater","15","Critical","Out",60,"2630 BASELINE RD
BOULDER, CO 803033325
(40.000269, -105.261269)"
"FA0000863","TASTY ASIA","736 MAIN ST","736",NULL,"MAIN","ST",NULL,"LONGMONT","CO","80501","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","REGULAR INSPECTION","2014-04-07","12B","Non-Food Contact Surfaces Cleaning","1","Non-Critical","Out",78,"736 MAIN ST
LONGMONT, CO 805011340
(40.172019, -105.102499)"
"FA0004787","PIZZA GARAGE THE","2675 13TH ST","2675",NULL,"13TH","ST",NULL,"BOULDER","CO","80304","RESTAURANT 0 TO 100 SEATS","FULL MENU LIMITED SERVICE","REGULAR INSPECTION","2017-06-01","03E","Cold Hold at 41 Degrees or Less","15","Critical","Out",36,"2675 13TH ST
BOULDER, CO 80304
(40.025635, -105.280276)"
"FA0000345","DOUGLASS ELEMENTARY SCHOOL","840 75TH ST","840",NULL,"75TH","ST",NULL,"BOULDER","CO","80303","NO FEE LICENSE K12 SCHOOLS NON PROFIT","SCHOOLS","REGULAR INSPECTION","2015-11-05","04B","Mechanical","10","Critical","Out",10,"840 75TH ST
BOULDER, CO 803033101
(40.002924, -105.178247)"
"FA0004853","LONCHERA LOS PAISAS (MOBILE)","3141 28TH ST","3141",NULL,"28TH","ST",NULL,"BOULDER","CO","80304","MOBILE UNIT FULL FOOD SERVICE","MOBILE UNITS","2ND FOLLOW-UP INSPECTION- NON COMPLIANCE","2016-10-27","02C","Hands Washed As Needed","20","Critical","Out",65,"3141 28TH ST
BOULDER, CO 80304
(40.031727, -105.258426)"
"FA0003324","LA BARATA","480 17TH AVE","480",NULL,"17TH","AVE",NULL,"LONGMONT","CO","80501","GROCERY STORE 0 TO 15000 SQ FT","GROCERY FINISHED FOODS","FOLLOW-UP INSPECTION","2018-04-18","02E","Smoking Eating Drinking","5","Critical","Out",30,"480 17TH AVE
LONGMONT, CO 80501
(40.188567, -105.100332)"
"FA0000976","EVEREST RESTAURANT","2130 MAIN ST UNIT 15","2130",NULL,"MAIN","ST","15","LONGMONT","CO","80501","RESTAURANT 0 TO 100 SEATS","FULL MENU LIMITED SERVICE","REGULAR INSPECTION","2013-08-15","03E","Cold Hold at 41 Degrees or Less","15","Critical","Out",106,"2130 MAIN ST UNIT 15
LONGMONT, CO 80501
(40.196791, -105.102409)"
"FA0000172","CENTAUR FOOD AND FUEL","1208 CENTAUR VILLAGE DR","1208",NULL,"CENTAUR VILLAGE","DR",NULL,"LAFAYETTE","CO","80026","GROCERY STORE 0 TO 15000 SQ FT","CONVENIENCE STORES","REGULAR INSPECTION","2017-01-30","11C","Chemical Test Kits Provided Accessible","1","Non-Critical","Out",41,"1208 CENTAUR VILLAGE DR
LAFAYETTE, CO 80026
(39.988626, -105.10843)"
"FA0000674","ATTIC BAR AND BISTRO","949 WALNUT ST","949",NULL,"WALNUT","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","REGULAR INSPECTION","2013-08-14","02D","Hygienic Practices","5","Critical","Out",90,"949 WALNUT ST
BOULDER, CO 803025113
(40.016316, -105.282356)"
"FA0000957","MALEE THAI","2939 17TH AVE","2939",NULL,"17TH","AVE",NULL,"LONGMONT","CO","80503","RESTAURANT 0 TO 100 SEATS","FULL SERVICE FULL MENU","FOLLOW-UP INSPECTION","2016-11-03","08C","Properly Used","15","Critical","Out",65,"2939 17TH AVE
LONGMONT, CO 805031601
(40.188532, -105.14237)"
"FA0002511","CAPPACHINOS","1724 MAJESTIC DR UNIT 105","1724",NULL,"MAJESTIC","DR","105","LAFAYETTE","CO","80026","RESTAURANT 0 TO 100 SEATS","FAST FOOD LIMITED MENU","REGULAR INSPECTION","2014-06-13","14A","Plumbing Installed Maintained","1","Non-Critical","Out",2,"1724 MAJESTIC DR UNIT 105
LAFAYETTE, CO 80026
(39.981506, -105.069076)"
"FA0001253","BAWARCHI","390 S MCCASLIN BLVD","390","S","MCCASLIN","BLVD",NULL,"LOUISVILLE","CO","80027","RESTAURANT 0 TO 100 SEATS","FAST FOOD LIMITED MENU","REGULAR INSPECTION","2013-02-27","15B","Linen Properly Stored","1","Non-Critical","Out",55,"390 S MCCASLIN BLVD
LOUISVILLE, CO 80027
(39.964598, -105.163303)"
"FA0005038","GATHER CAFE","1023 WALNUT ST","1023",NULL,"WALNUT","ST",NULL,"BOULDER","CO","80302","RESTAURANT 0 TO 100 SEATS","FULL MENU LIMITED SERVICE","REGULAR INSPECTION","2017-02-23","03G","Adequate Equipment to Maintain Food Temperatures","20","Critical","Out",62,"1023 WALNUT ST
BOULDER, CO 80302
(40.016464, -105.28162)"
"FA0004497","CHINA GOURMET","1345 DRY CREEK DR","1345",NULL,"DRY CREEK","DR",NULL,"LONGMONT","CO","80503","RESTAURANT 101 TO 200 SEATS","FULL MENU LIMITED SERVICE","FOLLOW-UP INSPECTION","2018-01-08","03E","Cold Hold at 41 Degrees or Less","15","Critical","Out",60,"1345 DRY CREEK DR
LONGMONT, CO 80503
(40.14268, -105.133977)"
